,Q1,Q2,Q3,Q4,Q5,Q6,Q27,Q28,Q29,Q30,Q31,Q32,Q46,Q51,Q52,Q53,Q54,Q55,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q113,Q114,Q115,Q116,Q117,Q118,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q142,Q143,Q146,Q147,Q148,Q169,Q170,Q196,Q197,Q198,Q199,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Q238,Q239,Q253,Q254,Q255,Q256,Q257,Q258,Q259
pid_1473,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,3,4,4,1,2,1,3,1,2,3,2,3,3,1,3,2,3,3,3,2,1,3,2,2,3,1,1,3,3,3,3,2,2,1,1,3,3,3,2,3,3,4,4,2,3,4,3,4,4,2,4,4,2,3,4,2,4,3,3,1,3,3,3,1,4,3,4,1,4,2,1,1,1,1,2,1
pid_617,1,2,1,2,3,4,1,4,4,4,4,1,4,2,2,2,3,4,1,2,1,2,2,2,4,1,3,4,1,3,2,3,4,4,3,2,3,4,3,2,1,2,3,3,3,3,2,2,1,3,2,3,3,1,2,2,3,1,1,1,2,1,4,4,4,4,4,3,2,4,1,4,3,3,1,2,4,4,1,4,2,4,1,4,3,3,3,3,3,3,3
pid_370,1,1,1,1,1,2,1,4,3,4,4,2,1,4,4,4,4,4,1,1,1,1,2,1,1,1,4,3,3,1,1,3,2,3,2,3,1,2,1,3,1,1,2,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,2,3,2,2,3,4,1,2,2,1,3,4,4,4,4,2,3,4,2,2,1,4,4,4,1,4,1,1,1,1,1,1,1
pid_50,1,3,1,1,4,2,3,4,4,4,4,4,2,4,4,4,4,4,2,4,2,4,2,3,2,1,3,4,2,3,3,2,3,4,3,1,2,4,3,1,2,2,3,3,3,2,2,2,1,1,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,4,2,3,3,2,3,3,2,1,2,4,4,1,4,2,4,1,4,3,2,4,4,1,2,2
pid_1969,1,1,1,1,2,4,2,4,4,4,4,4,2,4,4,4,4,4,1,2,1,2,2,1,4,3,2,4,1,4,3,2,4,4,2,1,2,4,2,1,1,1,3,3,3,2,2,2,1,1,4,4,3,2,4,4,3,2,1,2,4,2,4,4,4,4,4,1,2,3,2,3,3,2,1,2,4,4,1,4,2,4,1,4,3,3,1,2,3,3,1
pid_1114,1,1,4,2,1,3,1,4,4,4,4,3,1,4,4,4,4,4,1,2,1,2,2,1,4,1,3,4,3,2,2,3,4,3,2,1,2,3,2,1,2,2,3,2,3,2,3,2,2,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,4,4,1,2,3,2,4,3,2,2,3,3,2,1,4,1,4,1,4,3,2,2,2,2,2,2
pid_659,1,1,1,2,1,1,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,2,2,1,2,3,3,2,1,2,2,3,3,2,1,2,2,2,4,1,1,2,3,2,2,3,2,2,1,4,4,4,3,4,4,4,4,4,3,4,3,4,4,2,3,4,1,2,4,2,4,3,2,3,3,3,2,1,4,1,4,1,4,2,1,1,1,1,2,1
pid_1927,1,2,2,2,1,4,2,4,2,4,4,3,1,4,3,4,4,4,2,4,2,4,3,4,4,1,4,4,4,2,2,4,4,4,4,2,3,2,3,4,3,3,3,3,3,3,3,2,3,1,3,4,4,3,3,3,3,3,1,2,4,2,4,4,2,4,4,1,4,3,3,4,4,3,1,3,3,3,1,4,2,4,1,4,3,1,4,3,2,4,4
pid_1509,1,2,1,1,3,4,3,4,4,4,4,4,3,4,2,4,4,4,1,2,1,2,2,1,4,3,2,4,1,4,3,2,4,4,2,1,1,4,4,1,1,1,3,3,2,3,2,2,1,3,3,4,4,3,4,4,3,1,1,1,1,1,4,4,4,4,4,1,2,2,1,3,4,1,1,2,4,4,1,4,2,4,1,4,3,3,2,2,3,2,2
pid_1293,1,1,1,2,2,1,1,4,4,4,4,1,1,4,3,4,4,4,1,2,1,2,2,3,1,1,3,3,2,3,2,2,3,3,2,1,2,3,3,2,1,1,3,3,2,3,2,1,2,2,4,4,4,3,4,4,4,3,1,2,2,2,3,4,1,2,4,1,3,3,2,3,3,3,1,2,3,3,1,4,2,4,1,4,3,1,1,1,1,2,1
pid_590,1,1,1,1,1,4,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,2,2,4,2,2,3,1,3,2,2,3,3,2,1,2,3,2,1,1,1,3,3,3,2,3,2,2,1,4,4,4,2,4,4,4,4,4,2,3,2,4,4,4,4,4,1,1,4,2,4,2,2,1,2,3,3,1,4,1,4,1,4,3,2,1,1,2,2,1
pid_1813,1,1,1,1,2,4,3,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,2,2,4,2,2,3,1,3,3,2,3,2,2,1,1,3,3,1,1,1,3,3,3,3,2,2,1,1,4,4,4,2,4,4,3,4,4,4,4,2,4,4,4,4,4,1,1,3,1,3,4,1,1,2,4,3,1,4,1,4,1,4,3,2,3,2,3,2,3
pid_1547,3,3,3,2,1,4,3,4,2,4,1,4,3,4,3,4,4,4,1,3,2,3,3,3,4,1,4,4,4,1,2,4,3,4,4,3,3,1,1,4,3,3,3,2,3,3,4,1,4,1,3,3,4,3,4,3,4,4,4,3,1,2,4,4,1,1,2,2,4,4,1,3,4,4,2,3,3,1,1,2,1,4,1,4,2,1,4,4,1,4,4
pid_723,2,2,2,4,2,4,3,4,3,4,4,2,3,4,3,3,4,4,2,2,2,3,3,3,4,2,3,3,2,2,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,2,2,1,3,2,4,4,4,4,4,4,4,2,1,1,2,2,4,4,2,4,4,3,3,4,3,4,3,2,2,3,3,3,1,4,1,4,1,4,3,2,2,3,2,3,3
pid_244,1,1,2,1,1,2,1,4,3,4,4,4,1,4,4,4,4,4,1,2,2,3,3,3,1,1,4,4,4,1,2,3,2,3,2,2,3,2,1,1,2,1,3,2,3,2,3,2,3,1,4,4,4,4,4,4,3,2,4,2,2,2,4,3,1,2,2,1,3,4,4,4,4,3,2,4,3,2,1,2,3,4,1,4,3,1,1,1,1,1,1
pid_1020,1,1,1,1,1,4,2,4,4,4,4,3,3,4,4,4,4,4,1,2,1,2,1,2,4,2,2,3,1,4,3,3,4,3,2,1,3,4,3,1,1,1,3,3,3,2,3,2,1,2,4,4,3,2,4,4,4,1,2,1,2,1,4,4,4,4,4,1,3,3,2,4,2,3,1,2,4,3,1,4,2,4,1,4,4,3,1,2,3,2,1
pid_113,1,1,1,1,2,1,2,4,4,4,4,3,1,4,4,4,4,4,1,1,1,1,1,1,1,2,2,3,1,2,1,1,2,2,2,1,1,3,1,1,1,1,3,2,3,2,2,1,1,1,4,4,4,3,4,4,4,4,4,1,4,2,4,4,4,4,4,1,3,4,3,3,2,2,1,2,3,4,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_689,1,1,1,1,1,1,1,2,1,2,2,1,1,4,4,4,4,4,1,2,1,3,3,3,1,1,4,4,4,1,1,4,1,4,3,3,3,1,2,4,3,3,4,2,3,2,3,2,4,1,4,4,4,4,4,4,4,4,4,2,1,2,1,2,1,1,1,1,4,4,4,2,4,4,4,4,3,1,1,4,4,4,1,4,1,1,1,1,1,2,3
pid_1377,1,2,1,2,1,3,2,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,2,3,2,2,3,1,2,2,2,3,2,2,1,1,3,2,1,1,1,3,3,3,2,2,2,1,1,4,4,3,3,4,4,4,4,2,2,3,2,4,4,4,4,4,2,2,3,2,3,2,2,1,3,3,3,1,4,2,4,1,4,3,2,2,3,2,2,2
pid_1610,1,1,1,2,1,4,2,4,4,4,4,4,3,4,2,4,4,4,1,2,2,3,2,2,4,2,2,3,1,3,3,3,3,4,3,2,2,3,3,3,1,1,3,3,3,3,2,2,2,3,4,4,2,2,4,2,2,1,1,1,1,1,4,4,4,4,4,1,3,3,1,3,3,2,2,2,3,4,1,4,2,4,1,4,3,2,2,2,2,2,2
pid_474,1,1,1,1,1,1,2,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,1,2,1,2,2,4,2,3,3,3,3,3,2,1,2,2,2,1,1,1,3,3,3,2,2,2,2,1,4,4,4,2,4,4,3,4,2,2,3,2,4,4,3,4,4,1,3,3,4,3,3,3,1,2,3,3,1,4,1,4,1,4,3,2,1,2,2,2,1
pid_920,1,1,1,2,1,1,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,1,1,2,3,3,2,2,2,2,1,4,4,3,3,4,4,4,4,4,2,4,2,3,4,1,4,4,1,2,3,3,4,2,3,2,2,2,3,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_1339,1,1,1,1,2,4,4,4,4,4,4,3,2,4,2,3,2,4,1,3,3,4,2,4,4,2,2,4,1,4,4,3,4,4,2,1,3,4,4,2,1,2,3,4,3,3,3,2,1,3,2,3,2,3,3,3,2,1,1,1,1,1,4,4,4,4,4,1,4,4,1,2,4,3,1,2,4,4,1,4,2,4,1,4,3,3,2,3,3,3,2
pid_80,2,3,1,1,1,4,4,2,1,4,1,4,2,4,3,4,4,4,2,4,3,4,4,3,4,1,4,4,4,1,2,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,2,4,2,3,4,4,3,4,3,4,4,4,3,3,3,4,3,1,4,1,1,4,4,4,2,4,4,2,3,4,1,1,2,3,3,1,4,3,1,4,4,1,3,4
pid_1792,1,1,1,1,4,4,2,4,4,4,4,2,1,4,4,4,4,4,1,1,2,2,2,2,4,1,2,3,1,3,3,2,2,2,2,1,2,3,3,1,1,1,3,3,2,2,2,1,1,1,4,4,4,3,4,4,4,4,4,2,4,2,4,4,3,4,4,1,2,4,4,4,2,2,1,2,3,3,1,4,2,4,1,4,3,2,1,1,1,1,1
pid_1008,1,1,1,2,2,2,2,4,4,4,4,1,2,4,2,4,4,4,1,2,1,1,2,2,2,1,3,3,2,1,2,3,4,4,2,2,2,3,2,2,1,1,3,3,3,2,3,2,2,2,4,4,4,3,4,4,4,1,1,1,1,1,4,4,1,4,4,1,2,3,2,4,3,2,1,4,3,2,1,4,2,4,1,4,2,2,1,1,1,2,1
pid_1875,1,1,1,1,1,4,1,4,4,4,4,4,3,4,2,4,4,4,1,4,2,4,1,3,4,3,2,3,1,4,4,2,4,3,2,1,2,4,3,1,1,2,3,3,3,3,2,2,1,3,2,4,3,2,4,4,2,1,1,1,1,1,4,4,4,4,4,1,2,4,1,3,2,2,1,1,4,4,1,4,2,4,1,4,4,3,3,3,3,2,2
pid_222,1,1,1,2,2,3,1,2,2,4,4,1,1,4,4,4,4,4,1,1,1,2,2,3,1,1,4,3,4,1,2,4,2,4,3,3,3,2,2,2,1,1,3,2,2,2,3,2,3,1,4,4,4,4,4,4,4,3,4,2,3,3,4,4,1,2,2,1,4,4,4,4,4,3,3,4,1,1,1,4,4,4,1,4,2,1,1,1,1,1,1
pid_1046,1,1,1,1,3,2,1,3,2,4,3,1,2,4,4,4,4,4,1,2,1,2,2,2,2,1,4,4,3,1,2,4,2,3,3,3,3,2,2,2,2,1,3,2,2,3,3,2,3,1,4,4,4,3,4,4,4,4,4,2,2,3,4,4,1,2,2,1,3,4,4,3,4,3,3,3,3,2,1,4,4,4,1,4,2,1,1,1,1,2,3
pid_1521,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,4,3,2,3,1,3,3,2,4,3,2,1,1,4,3,1,1,1,3,3,3,2,2,2,1,1,4,4,4,2,4,4,4,4,2,2,3,2,4,4,4,4,4,1,2,3,2,4,2,1,1,2,3,4,1,4,1,4,1,4,3,2,1,1,1,1,1
pid_745,1,1,1,2,1,2,1,4,3,4,4,3,1,4,4,4,4,4,1,1,1,2,2,2,1,1,4,3,4,1,2,3,2,3,2,2,2,1,1,3,1,1,2,2,2,2,3,2,3,1,4,4,4,3,4,4,4,4,4,2,2,2,2,4,1,1,2,1,3,4,1,4,4,3,3,3,2,2,1,4,4,4,1,4,2,1,1,1,1,2,1
pid_388,1,1,1,1,3,1,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,1,1,1,1,2,2,1,2,1,2,3,2,1,1,1,3,2,1,1,1,2,3,2,2,1,2,2,1,4,4,4,3,4,4,4,4,1,1,4,4,4,4,2,4,4,1,1,4,2,4,2,1,1,2,3,3,1,4,1,4,1,4,3,1,1,1,1,1,1
pid_1676,1,1,2,2,1,3,1,4,3,4,4,4,2,4,4,4,4,4,1,3,3,4,3,3,3,1,4,3,4,1,3,4,3,4,3,1,3,2,1,4,2,2,3,2,3,3,3,2,3,2,4,4,4,3,4,4,2,4,2,2,2,2,4,4,1,1,1,1,3,4,4,3,4,3,3,3,3,1,1,4,1,4,1,4,2,1,2,2,1,2,3
pid_412,1,1,1,1,1,1,1,2,1,4,1,1,1,4,4,4,4,4,1,2,2,3,3,3,1,1,4,4,4,1,1,4,2,4,3,3,4,2,1,2,4,1,3,3,2,3,3,1,3,1,4,4,4,4,4,4,4,4,4,1,1,1,3,2,1,1,1,1,4,4,1,3,4,4,3,3,3,1,1,2,4,4,1,4,1,1,1,1,1,2,2
pid_1991,1,1,2,1,1,4,1,4,4,4,4,4,3,4,2,3,4,4,2,3,2,3,1,2,4,3,2,2,1,3,3,2,3,4,2,1,2,4,3,2,1,2,3,3,2,2,2,1,1,3,3,3,4,2,4,4,2,1,1,1,2,1,4,4,4,4,4,1,2,4,2,4,2,3,1,2,4,4,1,4,2,4,1,4,3,4,3,3,3,2,3
pid_908,2,1,1,2,1,4,2,4,4,4,4,4,3,4,2,4,4,4,2,3,2,3,2,3,4,2,2,4,1,4,3,3,3,3,2,1,2,4,3,1,1,2,3,3,3,3,2,1,1,3,4,4,4,3,4,4,3,1,1,1,1,1,4,4,4,4,4,1,2,4,2,3,2,2,1,2,3,3,1,4,1,4,1,4,3,3,3,3,3,2,3
pid_175,1,2,1,2,1,3,2,4,3,4,4,4,2,4,4,4,2,4,1,2,2,2,2,2,2,1,3,3,4,1,2,3,4,3,3,1,2,2,2,1,2,2,3,2,2,2,3,2,2,2,4,4,4,3,4,4,4,1,1,2,3,3,4,4,2,4,4,2,2,4,3,3,3,2,2,4,3,2,1,4,2,4,1,4,2,2,3,3,2,4,3
pid_1311,1,4,1,1,1,4,1,4,4,4,4,4,4,4,2,2,4,4,2,3,2,4,2,2,4,2,2,3,1,4,3,2,4,4,2,1,2,4,3,2,1,2,3,3,3,3,2,2,1,3,2,3,2,2,4,1,2,1,1,1,1,1,4,4,4,4,4,1,2,4,1,4,3,1,1,1,4,4,1,4,1,4,1,4,4,3,4,4,4,4,4
pid_1638,1,1,1,1,2,3,1,4,4,4,4,4,2,4,3,4,4,4,1,2,1,1,2,2,3,2,2,4,1,4,3,4,4,4,3,1,3,4,3,3,1,1,3,3,3,2,2,2,1,3,4,3,2,2,4,3,2,1,1,1,2,1,4,4,4,4,4,1,4,4,1,3,3,2,1,1,3,4,1,4,3,4,1,4,4,3,1,2,3,3,2
pid_2,1,1,1,1,4,4,2,4,4,4,4,1,4,4,1,1,4,4,2,4,2,4,2,2,4,3,2,4,1,4,4,3,4,4,2,1,2,4,3,1,1,1,3,3,3,3,2,2,1,4,1,4,4,4,1,1,4,4,1,1,1,1,4,4,4,4,4,1,4,1,1,2,3,3,1,1,4,4,1,4,1,4,1,4,4,3,4,4,4,4,4
pid_946,1,1,1,2,2,1,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,2,2,1,1,3,3,2,2,2,3,3,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,4,4,4,3,4,4,3,4,4,2,2,2,4,4,1,2,4,1,2,3,2,4,3,2,2,3,3,3,1,4,1,4,1,4,3,2,1,2,1,3,2
pid_568,1,1,1,1,1,4,3,4,4,4,4,3,1,4,3,4,4,4,1,2,1,3,2,2,4,2,2,3,1,3,2,2,3,3,2,1,1,3,3,1,1,1,3,3,3,2,2,2,1,2,4,4,4,3,3,4,3,2,1,2,3,2,4,4,4,4,4,1,2,3,2,3,3,1,1,3,4,4,1,4,2,4,1,4,3,2,1,1,2,1,1
pid_1096,1,1,1,3,1,3,1,4,4,4,4,4,4,1,1,2,1,4,2,4,4,4,3,4,4,2,3,4,2,4,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,3,4,1,3,2,2,2,1,2,1,1,1,1,1,4,4,1,1,4,2,3,3,2,1,3,4,1,1,4,3,1,4,2,4,1,4,4,3,3,3,3,3,4
pid_872,1,1,1,1,1,3,1,4,4,4,4,1,3,4,3,4,4,4,1,1,1,2,1,2,3,1,2,2,1,3,3,2,3,3,2,2,2,4,3,3,1,1,3,2,2,2,2,2,1,1,3,3,2,2,3,2,3,1,1,1,3,1,4,4,2,4,4,1,2,2,2,4,2,3,1,2,3,3,1,4,2,4,1,4,3,2,1,1,1,2,2
pid_795,2,1,1,1,1,4,3,4,4,4,4,4,3,4,3,4,4,4,2,3,2,3,1,2,4,3,2,4,1,4,4,3,4,4,2,1,2,4,3,2,1,2,3,3,3,3,2,1,1,2,3,3,2,2,4,4,2,1,1,1,3,1,4,4,4,4,4,1,3,3,2,3,3,3,1,1,4,4,1,4,3,4,1,4,3,3,1,3,3,4,2
pid_2053,1,1,1,1,1,2,1,1,1,4,1,4,1,4,3,4,4,4,1,2,1,2,3,3,2,1,4,4,4,1,1,4,1,4,4,4,4,1,1,1,1,1,2,2,3,2,4,2,4,1,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,2,2,1,1,1,4,2,1,4,3,1,1,1,1,4,2
pid_1742,1,1,1,3,1,4,3,4,2,4,2,4,2,4,3,3,4,4,1,3,2,4,3,3,4,1,3,2,3,3,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,4,1,1,2,4,1,4,4,2,1,1,2,3,4,2,2,3,3,1,3,3,3,1,2,2,4,1,4,3,2,2,2,2,4,4
pid_526,1,1,1,1,4,1,1,1,2,4,2,1,1,4,4,3,4,4,1,1,1,2,2,3,1,1,4,4,4,1,1,4,2,4,3,2,4,2,2,3,1,1,3,2,2,2,3,2,3,1,4,4,4,4,4,4,4,4,2,2,4,2,1,1,1,1,1,1,4,4,1,4,4,3,4,4,3,1,1,2,4,4,1,4,2,1,1,1,1,2,1
pid_1225,1,1,2,1,1,4,1,2,2,4,2,1,1,4,4,4,4,4,1,3,2,4,3,4,2,1,4,4,4,1,2,4,3,4,4,3,4,2,2,4,2,4,3,3,3,3,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,4,4,3,4,4,1,4,1,1,1,4,4,4,1,4,1,1,2,2,1,2,4
pid_316,1,1,1,1,1,1,1,4,1,4,2,4,1,4,4,4,4,4,1,2,1,2,3,3,1,1,4,3,4,1,1,3,2,3,3,3,3,1,2,1,1,1,3,2,2,2,3,1,3,1,4,4,4,4,4,4,4,2,4,1,2,2,1,1,1,1,1,1,4,4,4,3,4,4,3,2,3,2,1,2,3,4,1,4,2,1,1,1,1,2,1
pid_1172,1,1,2,2,1,4,1,2,2,4,3,2,1,4,4,4,4,4,1,1,1,1,2,2,3,1,4,2,3,1,2,3,3,2,2,2,1,1,1,4,2,1,2,2,2,2,3,1,3,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,2,1,2,4,4,4,3,2,3,4,3,1,1,4,2,4,1,4,2,1,1,2,1,3,2
pid_36,1,1,1,1,1,4,3,4,4,4,4,1,1,4,4,4,4,4,1,1,1,1,1,1,4,1,2,4,1,3,2,1,2,2,1,1,1,4,1,1,1,1,3,3,2,2,2,2,1,1,4,4,4,2,4,4,4,4,4,2,4,1,4,4,4,4,4,1,1,4,2,4,2,2,1,2,4,4,1,4,4,4,1,4,4,1,1,1,1,1,1
pid_996,1,1,1,2,1,4,2,4,4,4,4,4,1,4,4,4,4,4,1,2,1,1,2,2,4,1,3,3,3,1,2,2,3,3,2,1,2,2,1,4,2,1,2,2,3,2,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,1,2,4,3,3,3,2,3,3,3,3,1,4,1,4,1,4,2,2,1,1,2,3,2
pid_1415,2,3,2,3,1,3,2,4,4,4,4,4,1,4,4,4,4,4,3,4,3,4,4,4,3,2,4,4,2,4,3,4,4,4,4,2,3,4,4,4,2,4,4,3,3,3,3,2,2,2,3,4,3,2,3,4,4,4,2,4,4,4,4,4,1,4,4,2,3,4,2,2,3,4,1,3,3,1,1,4,2,4,1,4,3,2,4,3,3,4,4
pid_671,1,2,1,2,1,4,4,2,1,4,1,2,3,2,4,2,4,4,2,3,3,4,3,4,4,1,4,4,4,1,3,4,4,4,4,3,3,2,2,4,3,4,3,3,3,3,3,2,4,1,4,4,4,4,4,4,4,1,1,2,4,2,4,4,1,2,4,2,3,4,1,3,4,3,2,4,4,2,1,2,4,4,1,4,3,1,4,4,1,3,4
pid_358,1,1,1,1,1,2,2,4,4,4,4,1,2,4,2,4,4,4,1,3,2,3,2,2,2,1,2,2,1,3,2,2,3,3,2,1,1,3,2,2,1,1,3,3,3,3,2,2,1,3,4,4,4,2,4,4,4,1,1,1,1,1,4,4,4,4,4,1,2,3,2,4,3,2,1,1,3,3,1,4,1,4,1,4,3,2,2,2,2,3,2
pid_1941,1,3,1,2,1,3,1,4,4,4,4,4,2,4,3,4,4,4,1,2,2,2,2,3,2,1,4,3,4,1,2,4,2,4,3,2,3,2,1,3,2,2,3,2,2,3,3,2,3,3,3,4,4,4,4,4,3,2,1,1,2,2,4,2,1,2,2,1,3,4,4,3,4,3,3,4,2,2,1,2,4,4,1,4,3,1,3,2,1,3,3
pid_78,1,1,1,1,2,2,1,2,1,1,1,1,1,4,4,4,4,4,1,2,1,3,3,3,1,1,4,4,4,1,1,4,2,4,4,4,3,1,1,4,3,1,3,2,3,3,4,2,4,1,4,4,4,4,4,4,4,4,4,1,1,1,3,2,1,1,1,1,4,4,4,3,4,4,3,3,2,1,1,2,4,4,1,4,2,1,1,1,1,2,4
pid_1538,1,1,1,1,1,4,2,4,4,4,4,1,3,4,3,3,3,4,1,1,1,1,1,1,4,2,2,3,1,3,2,2,3,3,2,1,2,3,2,1,1,1,3,3,3,3,2,2,1,2,4,3,3,2,3,3,3,1,1,2,3,2,4,4,4,4,4,1,2,4,1,3,2,2,1,2,4,3,1,4,1,4,1,4,3,3,1,1,2,1,1
pid_1822,1,1,1,1,1,4,2,4,4,4,4,4,2,4,3,4,4,4,1,2,2,3,2,2,4,3,2,4,1,4,3,2,4,4,2,1,1,3,3,2,1,1,3,3,3,2,2,2,1,2,4,4,4,3,4,4,4,2,4,1,2,1,4,4,4,4,4,1,2,3,1,4,2,1,1,2,3,4,1,4,2,4,1,4,3,3,3,3,2,2,2
pid_712,1,3,1,2,1,4,2,2,1,2,2,4,4,4,3,2,4,4,1,4,3,4,4,4,4,1,4,4,4,1,3,4,4,4,4,3,4,2,3,4,3,4,3,3,3,3,3,2,4,3,2,4,4,3,3,3,4,1,1,1,2,2,4,4,1,1,4,1,3,4,4,2,4,3,2,2,3,2,1,4,2,4,1,4,3,2,4,4,1,4,4
pid_1576,1,2,1,1,4,4,3,4,4,4,4,2,2,4,4,4,4,4,1,2,1,2,1,2,4,1,2,4,1,3,1,3,3,4,1,1,2,3,3,3,1,1,2,3,2,2,2,1,2,1,4,4,4,3,4,4,4,4,4,1,3,1,4,4,4,4,4,1,2,4,3,4,3,2,1,2,3,2,1,4,1,4,1,4,3,2,3,3,2,4,2
pid_1011,1,1,1,2,1,2,1,4,4,4,4,2,1,4,4,4,4,4,1,1,1,1,2,2,2,1,2,3,2,1,1,2,3,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,2,2,2,2,4,3,4,3,2,2,3,2,3,1,4,1,4,1,4,3,1,1,1,1,2,1
pid_275,1,2,1,1,4,4,3,4,4,4,4,2,2,3,4,3,4,4,1,3,2,3,3,3,4,1,2,2,1,3,2,2,3,4,2,1,2,4,3,2,1,1,3,3,3,3,2,2,1,3,3,3,3,2,3,4,3,4,4,2,4,2,4,4,4,4,4,1,3,3,2,3,3,3,1,2,4,3,1,4,1,4,1,4,3,2,3,3,2,3,1
pid_1346,1,3,3,2,1,4,2,4,4,4,4,4,1,4,4,4,4,4,1,2,1,1,2,2,3,1,3,3,4,1,1,2,4,2,2,1,2,3,1,3,2,3,3,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,2,4,3,4,3,2,3,3,3,3,1,4,1,4,1,4,2,2,2,2,1,2,4
pid_122,1,1,1,2,1,2,1,3,2,4,2,1,2,4,4,4,4,4,1,2,2,4,3,3,2,1,3,4,2,1,2,3,3,3,2,2,2,3,2,1,2,1,3,3,3,2,2,1,2,2,4,4,4,4,4,4,4,1,1,2,2,1,4,4,1,1,2,2,2,4,4,4,3,2,1,2,3,3,1,4,1,4,1,4,3,1,2,1,1,2,1
pid_445,1,1,1,2,1,3,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,2,1,2,3,1,1,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,4,4,3,4,4,4,4,2,3,3,2,4,4,1,2,3,2,2,3,2,3,3,2,2,3,3,2,1,4,2,4,1,4,2,1,1,1,1,2,1
pid_1621,1,1,1,1,1,4,1,4,4,4,4,4,4,2,1,2,2,3,1,3,2,4,2,3,4,2,2,3,1,4,4,2,3,4,2,2,2,4,4,2,1,1,3,3,3,3,2,3,1,3,1,3,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,2,2,3,1,2,2,2,1,2,4,4,1,4,3,4,1,4,3,3,2,3,3,1,3
pid_1308,1,1,1,2,3,1,2,4,4,4,4,3,2,4,4,4,4,4,1,2,2,2,2,2,1,2,2,3,2,2,2,2,3,3,2,1,2,3,3,1,1,1,3,3,3,2,2,2,1,2,4,4,4,3,4,4,4,2,2,2,3,1,4,4,2,4,4,2,2,4,3,4,2,2,1,2,3,3,1,4,2,4,1,4,3,1,1,2,1,2,1
pid_1492,1,1,1,1,1,4,1,4,4,4,4,4,3,2,2,2,2,4,1,2,2,3,2,2,4,2,2,3,1,3,3,2,3,4,2,1,2,3,3,2,1,1,3,4,3,3,2,2,1,3,2,2,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,2,2,4,4,2,2,2,1,2,3,4,1,4,2,4,1,4,3,3,2,3,2,3,3
pid_911,1,1,1,2,2,4,2,4,4,4,4,1,2,4,3,4,4,4,1,2,1,2,2,2,4,2,2,3,2,3,2,3,4,3,2,1,2,3,3,2,1,1,2,3,2,2,2,2,2,3,3,4,4,3,4,4,3,1,2,1,2,1,4,4,2,4,4,1,2,3,2,3,3,2,2,3,3,2,1,4,2,4,1,4,3,2,2,2,2,2,1
pid_1988,1,1,1,4,1,4,3,1,4,4,4,4,4,2,2,2,1,3,4,3,3,4,2,2,4,1,3,2,1,2,3,4,4,4,4,3,3,3,3,3,2,1,3,3,3,3,2,1,3,4,2,3,4,4,2,2,3,1,1,1,2,1,4,4,1,2,4,3,3,4,3,4,3,3,1,2,3,4,1,4,3,4,1,4,3,1,4,4,3,4,4
